"","X","x"
"1105","astro",115
"1120","autopls",115
"1238","benford.analysis",115
"1255","bfa",115
"1302","Biodem",115
"1411","BSagri",115
"1471","catIrt",115
"1493","CCP",115
"1656","commandr",115
"1715","corHMM",115
"1754","cplm",115
"1837","DandEFA",115
"1902","DEMEtics",115
"2132","ecolMod",115
"2216","EnvStats",115
"2221","EpiContactTrace",115
"2388","fds",115
"2785","gplm",115
"3017","hwde",115
"3789","mlr",115
"3892","MSQC",115
"4138","oblique.tree",115
"4165","onemap",115
"4211","OrdFacReg",115
"4357","pear",115
"4610","profdpm",115
"4765","R2PPT",115
"4891","RcmdrPlugin.SM",115
"5101","risksetROC",115
"5262","Rquake",115
"5493","Segmentor3IsBack",115
"5533","seqRFLP",115
"5552","SGL",115
"5559","SGPdata",115
"5812","splitstackshape",115
"6447","yuima",115
"938","acer",114
"1003","algstat",114
"1043","AnnotLists",114
"1084","ArrayBin",114
"1086","ars",114
"1286","bild",114
"1292","binhf",114
"1589","CLSOCP",114
"1629","cocor",114
"1631","cocron",114
"1683","condGEE",114
"1967","DIFlasso",114
"2181","emg",114
"2200","endorse",114
"2213","enviPat",114
"2219","epibasix",114
"2352","fastGHQuad",114
"2485","forensim",114
"2608","gbs",114
"2868","GWAtoolbox",114
"2978","HMP",114
"3008","HTSCluster",114
"3128","intReg",114
"3503","mada",114
"3549","MarkowitzR",114
"3684","MGLM",114
"3811","Mobilize",114
"4017","NetIndices",114
"4261","paleofire",114
"4263","paleotree",114
"4378","peperr",114
"4383","perARMA",114
"4453","PKgraph",114
"4513","poibin",114
"4566","powerSurvEpi",114
"5013","REQS",114
"5253","RPPanalyzer",114
"5392","SampleSizeMeans",114
"5489","SEERaBomb",114
"5606","SimpleTable",114
"6210","TSodbc",114
"6317","vines",114
"942","acopula",113
"954","AdapEnetClass",113
"1137","bamdit",113
"1225","bdpv",113
"1264","Bhat",113
"1342","blockcluster",113
"1376","bootfs",113
"1395","BrailleR",113
"1491","CCM",113
"1564","CITAN",113
"1621","CNVassoc",113
"1727","COSINE",113
"1767","CRF",113
"1889","DeducerPlugInScaling",113
"1947","dgof",113
"2141","EDR",113
"2189","EMMREML",113
"2228","epoc",113
"2623","geeM",113
"2715","giRaph",113
"2762","gnumeric",113
"2877","gWidgetsWWW",113
"2913","hddplot",113
"3077","IgorR",113
"3088","imputeR",113
"3171","IsotopeR",113
"3254","Kmisc",113
"3415","lmSupport",113
"3635","meifly",113
"3659","MetaQC",113
"3705","MicSim",113
"3740","MissMech",113
"3871","mRm",113
"4061","nlts",113
"4185","OPI",113
"4202","optpart",113
"4494","plsRglm",113
"4649","pspearman",113
"4688","QCAGUI",113
"4710","qrnn",113
"4938","RDSTK",113
"5388","SamplerCompare",113
"5582","sigclust",113
"5587","SigTree",113
"5706","soiltexture",113
"5845","ssanv",113
"6089","Tides",113
"961","adaptTest",112
"1040","Animal",112
"1062","aprof",112
"1139","bams",112
"1279","bigml",112
"1323","birdring",112
"1338","blighty",112
"1358","BMN",112
"1363","BNPdensity",112
"1375","bootES",112
"1483","CCAGFA",112
"1679","ConConPiWiFun",112
"1719","CorrBin",112
"1722","Correlplot",112
"1738","covRobust",112
"1750","CpGassoc",112
"1774","crossval",112
"1785","cslogistic",112
"1865","dblcens",112
"1992","diseasemapping",112
"2325","factorQR",112
"2650","genlasso",112
"2747","glogis",112
"2930","hett",112
"2942","HIBAG",112
"3253","kmi",112
"3329","LCA",112
"3337","ldbounds",112
"3390","list",112
"3452","longpower",112
"3812","MOCCA",112
"3873","mRMRe",112
"4049","nlmrt",112
"4170","OPDOE",112
"4183","operator.tools",112
"4360","PearsonICA",112
"4418","pheno2geno",112
"4855","Rcell",112
"4898","Rcolombos",112
"4942","readbitmap",112
"5048","Rgbp",112
"5216","ROI.plugin.glpk",112
"5230","RoughSets",112
"5241","Rpdb",112
"5617","siplab",112
"5731","SPACECAP",112
"5808","spikeslab",112
"5993","SwissAir",112
"6063","TestScorer",112
"6227","TukeyC",112
"6228","TunePareto",112
"960","adaptsmoFMRI",111
"1058","appell",111
"1146","BaSAR",111
"1183","bayess",111
"1396","brainR",111
"1469","CatDyn",111
"1770","crmn",111
"1805","cusp",111
"1959","dicionariosIBGE",111
"2102","dynaTree",111
"2223","EpiEstim",111
"2338","fanovaGraph",111
"2514","FRBData",111
"2655","GenOrd",111
"2862","GUniFrac",111
"2866","GWAF",111
"3140","ipw",111
"3517","MALDIquantForeign",111
"3571","MATTOOLS",111
"3594","mcGlobaloptim",111
"3670","metrumrg",111
"3762","mixsmsn",111
"3876","msap",111
"4096","nparcomp",111
"4184","operators",111
"4345","PCovR",111
"4365","pedigree",111
"4411","PhaseType",111
"4560","Power2Stage",111
"4592","prevalence",111
"4593","prevR",111
"4937","Rdsm",111
"4997","RenextGUI",111
"5151","rmmseg4j",111
"5194","RobustAFT",111
"5214","RODM",111
"5222","ROptEstOld",111
"5223","ROptRegTS",111
"5837","SQN",111
"6029","TAQMNGR",111
"6160","treecm",111
"6167","TrialSize",111
"6215","TSPostgreSQL",111
"6286","VarSwapPrice",111
"6335","VPdtw",111
"1044","anoint",110
"1150","basicspace",110
"1219","bcpa",110
"1352","bmd",110
"1512","CePa",110
"1595","clusterfly",110
"1612","CMC",110
"1625","COBRA",110
"1669","complex.surv.dat.sim",110
"1720","CorReg",110
"1787","CSS",110
"1832","Daim",110
"2076","dse1",110
"2194","EMT",110
"2251","estout",110
"2269","EVER",110
"2361","FastRCS",110
"2369","FBN",110
"2371","fbRanks",110
"2464","Flury",110
"2533","fso",110
"2707","GhcnDaily",110
"2722","glcm",110
"3318","LatticeKrig",110
"3472","LS2W",110
"3751","mixer",110
"3803","mmod",110
"3920","MultinomialCI",110
"4180","OpenRepGrid",110
"4309","pavo",110
"4335","PCAmixdata",110
"4431","phyloclim",110
"4455","PKI",110
"4575","PPtree",110
"4625","prospectr",110
"4815","rapport",110
"5386","SAM",110
"5625","SiZer",110
"5662","SmithWilsonYieldCurve",110
"6203","TShistQuote",110
"6221","TTAinterfaceTrendAnalysis",110
"6455","zic",110
"6456","ZIM",110
"1053","aoristic",109
"1261","BGPhazard",109
"1280","bigrf",109
"1311","biopara",109
"1547","ChoiceModelR",109
"1570","CLAG",109
"1579","clickstream",109
"1582","clime",109
"1614","cmm",109
"1680","concor",109
"1847","datamart",109
"1906","dendextend",109
"2069","drm",109
"2210","entropart",109
"2367","fbati",109
"2611","gcExplorer",109
"2949","hierNet",109
"2994","HPOSim",109
"3333","LCFdata",109
"3592","mcga",109
"3597","mcIRT",109
"3915","multigroup",109
"3921","multinomRob",109
"3942","mvabund",109
"3969","mwa",109
"4172","opefimor",109
"4314","PBC",109
"4459","pks",109
"4806","RankAggreg",109
"4807","Rankcluster",109
"4904","RcppBDT",109
"4992","relsurv",109
"5058","RGIFT",109
"6000","sybilSBML",109
"6134","tolerance",109
"912","ARTP",108
"957","AdaptiveSparsity",108
"1010","AllPossibleSpellings",108
"1049","antitrust",108
"1068","aqr",108
"1104","aster2",108
"1162","BayesCR",108
"1175","BayesMed",108
"1241","BEQI2",108
"1299","binomTools",108
"1304","BioGeoBEARS",108
"1335","Blaunet",108
"1387","boussinesq",108
"1506","CellularAutomaton",108
"1577","clhs",108
"1599","clusterPower",108
"1607","ClustVarLV",108
"1855","DATforDCEMRI",108
"1878","DDHFm",108
"1891","DeducerSurvival",108
"1936","Devore6",108
"2062","DPw",108
"2125","EBS",108
"2335","FAMT",108
"2365","FAwR",108
"2620","gdimap",108
"2701","ggparallel",108
"2751","gMCP",108
"2774","GOsummaries",108
"2917","HDMD",108
"2963","hitandrun",108
"3060","ICEinfer",108
"3352","LearnEDA",108
"3457","LOST",108
"3521","MAMSE",108
"3529","mapmisc",108
"3596","MChtest",108
"3646","MetABEL",108
"3661","MetaSKAT",108
"3662","metatest",108
"3688","MHadaptive",108
"3704","MicroStrategyR",108
"3733","miscFuncs",108
"3786","mlogitBMA",108
"3947","mvcwt",108
"4020","nets",108
"4103","NPHMC",108
"4435","phylotools",108
"4493","plsRcox",108
"4943","readBrukerFlexData",108
"4949","rebird",108
"5304","RSofia",108
"5358","RWeather",108
"5396","samplingEstimates",108
"5550","SGCS",108
"5943","support.CEs",108
"6011","synlik",108
"6083","Thinknum",108
"6168","TRIANG",108
"6190","tsbugs",108
"6206","tslars",108
"6368","WeightedPortTest",108
"6462","zoom",108
"1034","anapuce",107
"1046","ant",107
"1242","ber",107
"1320","biplotbootGUI",107
"1505","celestial",107
"1600","clusterRepro",107
"1888","DeducerPlugInExample",107
"2142","edrGraphicalTools",107
"2401","FFD",107
"2613","gcmr",107
"2907","hbsae",107
"3163","IsoCI",107
"3455","lordif",107
"3561","mathgraph",107
"3658","MetaPCA",107
"3717","minerva",107
"4059","NlsyLinks",107
"4087","NORMT3",107
"4186","opm",107
"4315","PBD",107
"4444","PIN",107
"4524","polyapost",107
"4664","ptinpoly",107
"4734","QuasiSeq",107
"4763","R2MLwiN",107
"5090","rinat",107
"5178","rnoaa",107
"5189","RobRex",107
"5217","ROI.plugin.quadprog",107
"5316","rstream",107
"5647","SmarterPoland",107
"5832","spuRs",107
"6067","TExPosition",107
"6149","tractor.base",107
"6438","ycinterextra",107
"909","AOfamilies",106
"985","agop",106
"1035","AncestryMapper",106
"1048","Anthropometry",106
"1111","AtmRay",106
"1132","BACprior",106
"1134","bagRboostR",106
"1294","BinNor",106
"1297","binomlogit",106
"1548","choplump",106
"1584","clinsig",106
"1586","clogitL1",106
"1627","cobs99",106
"1761","crank",106
"1781","CrypticIBDcheck",106
"1945","dglm",106
"2351","fastcox",106
"2526","frm",106
"2625","geigen",106
"2654","genoPlotR",106
"2791","GPseq",106
"2894","Haplin",106
"2980","HMR",106
"3308","laser",106
"3423","Lock5Data",106
"3618","mcsm",106
"3654","metaLik",106
"3961","MVR",106
"4042","Nippon",106
"4072","NominalLogisticBiplot",106
"4102","npde",106
"4148","ODB",106
"4427","PhViD",106
"4850","RCassandra",106
"4996","Renext",106
"5023","retimes",106
"5087","RIGHT",106
"5163","RnavGraph",106
"5393","SampleSizeProportions",106
"5418","SBSA",106
"5668","smoothmest",106
"5675","SMVar",106
"5712","soma",106
"5982","svSweave",106
"5985","svWidgets",106
"6108","timetools",106
"6201","TSfame",106
"6209","tsne",106
"926","abf2",105
"990","agrmt",105
"1106","astroFns",105
"1230","beadarrayMSV",105
"1485","cccd",105
"1492","CCMnet",105
"1777","crrSC",105
"1797","cudaBayesregData",105
"1814","CVThresh",105
"1965","diffractometry",105
"1981","disclap",105
"2252","etable",105
"2348","fast",105
"2486","ForImp",105
"2506","fractaldim",105
"2546","FuncMap",105
"2557","FuzzyNumbers",105
"2558","fuzzyRankTests",105
"2619","GDELTtools",105
"2700","GGMselect",105
"2761","gnmf",105
"2926","helsinki",105
"3093","IndependenceTests",105
"3108","inlinedocs",105
"3167","isopam",105
"3177","iterLap",105
"3212","JoSAE",105
"3340","LDExplorer",105
"3440","loglognorm",105
"3759","mixreg",105
"3805","MMST",105
"3835","MonoPoly",105
"3939","mutoss",105
"4116","npst",105
"4218","ORIClust",105
"4326","pbo",105
"4353","pdist",105
"4486","PLRModels",105
"4488","plsdepot",105
"4711","QSARdata",105
"4981","RelativeRisk",105
"5071","rHealthDataGov",105
"5191","RObsDat",105
"5390","samplesize",105
"5395","samplingbook",105
"5459","SDaA",105
"5641","sltl",105
"5821","spocc",105
"5842","SRPM",105
"5854","SSsimple",105
"5886","stepwise",105
"5921","strvalidator",105
"5964","survrec",105
"6144","TPmsm",105
"6186","trustOptim",105
"6416","XBRL",105
"929","abundant",104
"947","ACTCD",104
"1009","allelic",104
"1019","AMAP.Seq",104
"1082","ARPobservation",104
"1094","ascrda",104
"1210","BCDating",104
"1284","BigTSP",104
"1316","bios2mds",104
"1431","c3net",104
"1524","cghseg",104
"2150","egonet",104
"2182","EMJumpDiffusion",104
"2249","ESPRESSO",104
"2262","EvCombR",104
"2319","FacPad",104
"2389","fdth",104
"2542","fun",104
"2771","gooJSON",104
"2796","GRaF",104
"2976","HMMmix",104
"3014","HUM",104
"3150","irtProb",104
"3225","kaps",104
"3245","kitagawa",104
"3270","kriging",104
"3380","LinearizedSVR",104
"3392","llama",104
"3787","MLPAstats",104
"3817","modelfree",104
"3818","ModelGood",104
"4047","nlmeODE",104
"4104","nplplot",104
"4514","PoiClaClu",104
"4684","pyramid",104
"4741","QZ",104
"4908","RcppCNPy",104
"5067","rgrs",104
"5077","RhpcBLASctl",104
"5277","RSA",104
"5477","SearchTrees",104
"5684","snp.plotter",104
"5809","spikeSlabGAM",104
"6004","synbreed",104
"6019","tableplot",104
"6448","zCompositions",104
"1038","andrews",103
"1160","BayesComm",103
"1167","bayesGDS",103
"1169","Bayesianbetareg",103
"1282","bigsplines",103
"1337","blender",103
"1357","bmmix",103
"1556","cimis",103
"1686","coneproj",103
"1731","costat",103
"1739","CovSel",103
"1831","dagR",103
"1978","DirichletReg",103
"1979","dirmult",103
"2036","DOBAD",103
"2362","FastRWeb",103
"2457","FLLat",103
"2531","fscaret",103
"2535","FTICRMS",103
"2603","gaussDiff",103
"2604","gaussquad",103
"2635","GENEAread",103
"2638","GeneFeST",103
"2873","gWidgets2RGtk2",103
"2992","HPO.db",103
"3084","IMIS",103
"3372","LifeTables",103
"3519","MAMA",103
"3701","MicroDatosEs",103
"4064","NMFN",103
"4139","obliqueRF",103
"4374","pendensity",103
"4458","PKreport",103
"4675","pvclass",103
"4727","QuantifQuantile",103
"4784","rainfreq",103
"4840","rbitcoinchartsapi",103
"4932","Rdpack",103
"5144","RMessenger",103
"5274","rriskDistributions",103
"5421","scaleboot",103
"5462","sdcMicroGUI",103
"5613","SimuChemPC",103
"5911","streamMOA",103
"5931","sudoku",103
"6152","TraMineRextras",103
"6288","VBLPCM",103
"6452","ZeligGAM",103
"1161","bayescount",102
"1184","BayesSAE",102
"1205","bbo",102
"1430","c060",102
"1593","cluster.datasets",102
"1675","Compounding",102
"1701","ConvergenceConcepts",102
"1745","CoxRidge",102
"1771","crn",102
"1877","ddepn",102
"1933","detrendeR",102
"1940","dfcrm",102
"2038","Dodge",102
"2117","EasyHTMLReport",102
"2134","ecosim",102
"2135","EcoTroph",102
"2342","far",102
"2794","GPvam",102
"2814","gridGraphviz",102
"3276","KsPlot",102
"3338","LDcorSV",102
"3348","LEAPFrOG",102
"3590","mcclust",102
"3624","MDPtoolbox",102
"3648","metabolomics",102
"3669","metRology",102
"3878","MsatAllele",102
"3884","MSG",102
"3909","Multiclasstesting",102
"3984","nat.utils",102
"4014","NetCluster",102
"4035","ngramr",102
"4094","Nozzle.R1",102
"4159","OLScurve",102
"4163","Oncotree",102
"4348","PCS",102
"4368","PEIP",102
"4460","PKtools",102
"4485","plRasch",102
"4677","PVR",102
"4838","rbison",102
"4902","Rcpp11",102
"5176","Rniftilib",102
"5198","robustHD",102
"5229","Rothermel",102
"5307","rspa",102
"5452","scrime",102
"6202","TSgetSymbol",102
"6372","wesanderson",102
"6412","wtcrsk",102
"933","accrual",101
"1006","allanvar",101
"1017","ALSCPC",101
"1037","AnDE",101
"1177","BayesNI",101
"1213","BCEs0",101
"1262","BGSIMD",101
"1438","CaDENCE",101
"1484","ccaPP",101
"1507","cellVolumeDist",101
"1681","concreg",101
"1740","covTest",101
"1755","CPMCGLM",101
"1948","dhglm",101
"1960","dielectric",101
"2019","DiversitySampler",101
"2175","EMCC",101
"2286","ExceedanceTools",101
"3103","informR",101
"3448","longclust",101
"3506","Maeswrap",101
"3685","mgpd",101
"3804","MMS",101
"4000","NCmisc",101
"4284","parfm",101
"4366","pedigreemm",101
"4530","polysat",101
"4774","r4ss",101
"4778","RadioSonde",101
"4787","RAMpath",101
"4808","rankhazard",101
"5108","rivervis",101
"5135","rmaf",101
"5414","saws",101
"5416","sbgcop",101
"5440","scio",101
"5446","ScottKnott",101
"5523","SenSrivastava",101
"5728","SPA3G",101
"5898","Storm",101
"6096","TilePlot",101
"6184","truncSP",101
"6443","YourCast",101
"6451","ZeligChoice",101
"946","acss.data",100
"1117","audit",100
"1133","BAEssd",100
"1153","batade",100
"1200","bbefkr",100
"1300","binseqtest",100
"1381","bootspecdens",100
"1400","breakpoint",100
"1460","cardidates",100
"1476","CausalGAM",100
"1535","cheddar",100
"1645","coloc",100
"1667","compeir",100
"1757","CR",100
"1862","DBGSA",100
"2032","DNAprofiles",100
"2101","dynatopmodel",100
"2254","etasFLP",100
"2390","FeaLect",100
"2475","foba",100
"2578","gambin",100
"2787","GPLTR",100
"3169","isotone",100
"3230","kelvin",100
"3353","learningr",100
"3375","likeLTD",100
"3385","LINselect",100
"3555","MASSI",100
"3605","MCMChybridGP",100
"3625","MDR",100
"3757","mixPHM",100
"3849","MPDiR",100
"4154","OIdata",100
"4384","PerfMeas",100
"4568","PP",100
"4603","ProbForecastGOP",100
"4927","rdetools",100
"5019","ResistorArray",100
"5106","riv",100
"5125","Rknots",100
"5463","sdcTable",100
"5511","SEMModComp",100
"5801","sphereplot",100
"5838","SQUAREM",100
"5924","StVAR",100
"6220","TSzip",100
"6293","VDA",100
"6386","WilcoxCV",100
"6432","xtermStyle",100
"911","ARAMIS",99
"1108","asympTest",99
"1112","attfad",99
"1180","bayespref",99
"1207","bc3net",99
"1253","bethel",99
"1351","BMAmevt",99
"1388","boxplotdbl",99
"1462","CARE1",99
"1555","CIFsmry",99
"1654","CombMSC",99
"1682","cond",99
"1704","COP",99
"1850","dataonelibs",99
"1966","diffusionMap",99
"2029","dmt",99
"2050","dosresmeta",99
"2146","EffectStars",99
"2203","EngrExpt",99
"2232","eqtl",99
"2290","expands",99
"2334","Familias",99
"2493","forward",99
"2534","fSRM",99
"2737","glmnetcr",99
"2749","GLSME",99
"2790","gProfileR",99
"2920","HEAT",99
"2944","HiCseg",99
"3009","HTSDiff",99
"3019","HWEintrinsic",99
"3025","hydroApps",99
"3106","INLABMA",99
"3144","iRefR",99
"3157","IsingFit",99
"3173","isva",99
"3217","JudgeIt",99
"3369","LICORS",99
"3417","loa",99
"3535","maptpx",99
"3735","miscset",99
"3974","Myrrix",99
"4158","OligoSpecificitySystem",99
"4188","oposSOM",99
"4248","packHV",99
"4425","phonTools",99
"4461","plan",99
"4836","RbioRXN",99
"4907","RcppClassicExamples",99
"4946","readMzXmlData",99
"5033","rfishbase",99
"5179","rNOMADS",99
"5264","Rramas",99
"5269","rrcovNA",99
"5294","rsgcc",99
"5419","sca",99
"5499","SeleMix",99
"5691","SNPtools",99
"5750","sparseLDA",99
"5834","sqliter",99
"6106","timesboot",99
"6109","TimeWarp",99
"6284","varSelectIP",99
"6315","VIMGUI",99
"6407","wrspathrow",99
"6449","ZeBook",99
"910","APSIMBatch",98
"940","acm4r",98
"1024","AMGET",98
"1059","apple",98
"1116","audiolyzR",98
"1127","b6e6rl",98
"1224","bdoc",98
"1298","binomSamSize",98
"1332","biwt",98
"1366","BOG",98
"1445","CALINE3",98
"1499","CDLasso",98
"1517","cg",98
"1554","CIDnetworks",98
"1565","citbcmst",98
"1666","comparison",98
"1700","ConvCalendar",98
"1870","DCL",98
"2034","DnE",98
"2035","dnet",98
"2092","DunnettTests",98
"2116","easyanova",98
"2185","emme2",98
"2241","ergm.userterms",98
"2280","ExactCIdiff",98
"2462","FLSSS",98
"2545","Funclustering",98
"2637","GeneF",98
"2717","gitter",98
"2834","gsalib",98
"3081","IM",98
"3134","ipdmeta",98
"3198","JGL",98
"3331","lcd",98
"3459","lpc",98
"3859","mpt",98
"3863","mra",98
"4466","plfm",98
"4474","plot2groups",98
"5143","RMendeley",98
"5268","rrcovHD",98
"5363","RWinEdt",98
"5660","SMIR",98
"5688","SNPmaxsel",98
"5736","spacom",98
"5949","survBayes",98
"6193","TSdata",98
"6204","TSHRC",98
"6216","TSsql",98
"6281","VariABEL",98
"6299","VecStatGraphs3D",98
"6375","wgaim",98
"6401","wpp2012",98
"6446","YuGene",98
"6453","ZeligMultilevel",98
"1025","aml",97
"1030","anaglyph",97
"1258","bgeva",97
"1288","binda",97
"1322","BIPOD",97
"1530","CHAT",97
"1567","CityPlot",97
"1622","CNVassocData",97
"1685","CondReg",97
"1852","datautils",97
"1875","ddalpha",97
"1885","decon",97
"1939","df2json",97
"1997","dissUtils",97
"2068","DRI",97
"2255","ETC",97
"2393","fechner",97
"2479","forams",97
"2618","GDAtools",97
"2729","glmc",97
"2891","hapassoc",97
"2932","hexView",97
"2954","highriskzone",97
"3026","hydrogeo",97
"3240","kimisc",97
"3271","KrigInv",97
"3391","LIStest",97
"3475","LSC",97
"3527","MapGAM",97
"3533","mapStats",97
"3545","marked",97
"3569","matrixpls",97
"3572","MaXact",97
"3865","MRCE",97
"3905","MultEq",97
"3924","multiPIM",97
"3950","mvMORPH",97
"3965","mvtBinaryEP",97
"4147","ocedata",97
"4164","OneHandClapping",97
"4166","OneTwoSamples",97
"4233","outbreaker",97
"4281","ParDNAcopy",97
"4332","pca3d",97
"4356","Peaks",97
"4382","pequod",97
"4422","phmm",97
"4426","phtt",97
"4515","poilog",97
"4584","PredictiveRegression",97
"4827","RAtmosphere",97
"5065","rgr",97
"5139","rmatio",97
"5433","scholar",97
"5438","scidb",97
"5598","simFrame",97
"5724","soundecology",97
"5827","SPSL",97
"1028","AmpliconDuo",96
"1324","bisectr",96
"1325","BiSEp",96
"1354","BMhyd",96
"1377","bootLR",96
"1399","breakage",96
"1404","bride",96
"1522","cgh",96
"1602","clusteval",96
"1623","coalescentMCMC",96
"1716","CORM",96
"1729","cosmosR",96
"1830","DAGGER",96
"1884","DECIDE",96
"1932","deTestSet",96
"1942","DFIT",96
"2020","DivMelt",96
"2031","dna",96
"2087","DTR",96
"2095","dvn",96
"2121","ebal",96
"2168","elmNN",96
"2205","EnQuireR",96
"2265","eVenn",96
"2460","FLR",96
"2529","frontiles",96
"2549","FusedLasso",96
"2560","FuzzyToolkitUoN",96
"2595","gamlss.util",96
"2644","GeneReg",96
"2656","genridge",96
"2783","GPfit",96
"2929","het.test",96
"3059","ICEbox",96
"3062","ICGE",96
"3118","InteractiveIGraph",96
"3130","introgress",96
"3153","ISBF",96
"3182","itsmr",96
"3361","lga",96
"3428","logconcens",96
"3765","mixture",96
"3833","monmlp",96
"3853","mpm",96
"3968","mvtsplot",96
"3975","Myrrixjars",96
"3983","nat",96
"4214","OrdMonReg",96
"4273","papeR",96
"4518","PoissonSeq",96
"4519","poistweedie",96
"4555","POT",96
"4558","powell",96
"4617","ProgGUIinR",96
"4651","PST",96
"4669","PubMedWordcloud",96
"4720","QuACN",96
"4759","R2GUESS",96
"5167","RNCBIEUtilsLibs",96
"5599","SimHap",96
"5730","space",96
"5976","svIDE",96
"6077","tframePlus",96
"6153","TRAMPR",96
"6292","vcf2geno",96
"6298","VecStatGraphs2D",96
"6303","vegdata",96
"6350","Wats",96
"962","additivityTests",95
"974","adhoc",95
"1045","anominate",95
"1178","BayesPen",95
"1228","bdynsys",95
"1310","bionetdata",95
"1409","Brq",95
"1425","bursts",95
"1487","cccrm",95
"1516","CFL",95
"1620","CNprep",95
"1651","comato",95
"1776","crqa",95
"1802","currentSurvival",95
"1808","cvAUC",95
"1901","Demerelate",95
"1909","DendSer",95
"1999","DistatisR",95
"2056","dpcR",95
"2180","emdist",95
"2356","FastImputation",95
"2382","fdasrvf",95
"2403","ffmanova",95
"2561","fwdmsa",95
"2564","fwsim",95
"2599","GANPA",95
"2600","GANPAdata",95
"2991","HPbayes",95
"3035","hypervolume",95
"3183","IUPS",95
"3346","LeafAngle",95
"3403","lmeSplines",95
"3408","lmmlasso",95
"3442","LogrankA",95
"3513","MAINT.Data",95
"3617","mcr",95
"3649","metacom",95
"3769","MKLE",95
"4041","NightDay",95
"4092","notifyR",95
"4107","npmlreg",95
"4110","NPMVCP",95
"4112","npRmpi",95
"4146","OceanView",95
"4161","OmicKriging",95
"4313","pbatR",95
"4340","PCGSE",95
"4467","plgp",95
"4469","PLIS",95
"4533","polytomous",95
"4536","Pomic",95
"4713","qtlbim",95
"4715","qtlDesign",95
"4732","quantregGrowth",95
"4844","rbundler",95
"4926","rdd",95
"5001","RepeatedHighDim",95
"5027","rexpokit",95
"5142","RMediation",95
"5165","RNCBI",95
"5205","rocc",95
"5285","RSDA",95
"5401","SAMURAI",95
"5824","SportsAnalytics",95
"5861","Stack",95
"5872","Stat2Data",95
"6041","TBSSurvival",95
"6051","teigen",95
"6064","TestSurvRec",95
"6066","texmex",95
"6101","TimeMachine",95
"6417","xergm",95
"6445","YPmodel",95
"913","ATmet",94
"995","aidar",94
"1344","BlockMessage",94
"1373","boostSeq",94
"1391","bPeaks",94
"1518","cgam",94
"1641","CoinMinD",94
"1691","conics",94
"1693","ConjointChecks",94
"1725","corrsieve",94
"1818","cwm",94
"1829","dafs",94
"1851","dataQualityR",94
"1916","depend.truncation",94
"1934","DetSel",94
"1987","discreteRV",94
"2081","DSsim",94
"2098","DynamicDistribution",94
"2153","eigeninv",94
"2520","FREQ",94
"2573","gains",94
"2668","geophys",94
"2759","gMWT",94
"3047","IBHM",94
"3080","igraphtosonia",94
"3120","Interpol",94
"3175","iteRates",94
"3192","jackknifeKME",94
"3214","JPSurv",94
"3355","LeLogicielR",94
"3497","LVQTools",94
"3614","MCPerm",94
"3623","MDM",94
"3650","metacor",94
"3699","MiClip",94
"3755","MixMAP",94
"3858","MPSEM",94
"3922","MultiOrd",94
"3929","multitaper",94
"4106","NPMLEcmprsk",94
"4307","pathmox",94
"4388","PermAlgo",94
"4398","PF",94
"4404","PGM2",94
"4419","phenology",94
"4708","qrfactor",94
"4758","R2G2",94
"4987","Reliability",94
"5121","RJSONLD",94
"5243","rphast",94
"5406","SAPP",94
"5588","SII",94
"5665","SmoothHazard",94
"5835","sqlshare",94
"5864","StAMPP",94
"5969","svcm",94
"6294","Vdgraph",94
"6310","VHDClassification",94
"6404","WrightMap",94
"1221","bcv",93
"1368","bold",93
"1448","camel",93
"1455","capushe",93
"1534","CheckDigit",93
"1591","clues",93
"1606","clustsig",93
"1690","conicfit",93
"1695","CONORData",93
"1768","crimCV",93
"1783","cSFM",93
"1828","daewr",93
"1867","dbstats",93
"1952","dice",93
"2111","eaf",93
"2136","edcc",93
"2137","edeR",93
"2183","emma",93
"2292","ExpDes.pt",93
"2321","FactMixtAnalysis",93
"2326","factualR",93
"2420","filehashSQLite",93
"2427","FindIt",93
"2428","FindMinIC",93
"2562","FWDselect",93
"2660","geoChina",93
"2730","glmdm",93
"3022","hybridEnsemble",93
"3072","ifa",93
"3269","Kpart",93
"3306","LargeRegression",93
"3330","LCAextend",93
"3339","ldDesign",93
"3591","MCDA",93
"3657","metap",93
"3715","MImix",93
"3799","MMIX",93
"3881","MSeasy",93
"3882","MSeasyTkGUI",93
"3906","multgee",93
"3926","multipol",93
"3976","nacopula",93
"4191","optBiomarker",93
"4236","OutlierDM",93
"4258","pairwiseCI",93
"4277","paramlink",93
"4362","pedantics",93
"4380","peptider",93
"4517","poisson.glm.mix",93
"4623","PropClust",93
"4718","qtlnet",93
"4773","R4CouchDB",93
"4789","randaes",93
"4954","recluster",93
"5075","rhosp",93
"5166","RNCBIAxis2Libs",93
"5207","RockFab",93
"5297","rsig",93
"5349","rvHPDT",93
"5383","saemix",93
"5527","SeqGrapheR",93
"5573","showtext",93
"5653","smcure",93
"5718","SortableHTMLTables",93
"5875","StateTrace",93
"6363","weathermetrics",93
"6408","wrspathrowData",93
"1244","BerlinData",92
"1285","bilan",92
"1372","boostr",92
"1464","caribou",92
"1533","chebpol",92
"1558","CINID",92
"1619","cncaGUI",92
"1694","CONOR",92
"1728","cosmoFns",92
"1730","cosso",92
"1773","crossmatch",92
"1782","csampling",92
"1903","demi",92
"2245","erpR",92
"2253","ETAS",92
